"admin_area_1","admin_area_2","year","indicator_id","indicator_common_id","indicator_type","survey_value","source","source_detail","survey_type","country_name","iso2_code","iso3_code"
"Federal Ministry Of Health","NATIONAL",2008,"rh_ancp_w_skp","anc1","percent",0.643,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"rh_ancn_w_n01","anc1_old","percent",0.047,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"rh_ancn_w_n4p","anc4","percent",0.333,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"ch_vac1_c_bcg","bcg","percent",0.657,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"fe_frtr_w_cbr","crudebr","rate",31.8,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"rh_delp_c_dhf","delivery","percent",0.365,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"fp_srcm_w_tot","fp","percent",1,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"cm_ecmt_c_imr","imr","rate",48,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"ch_vac1_c_msl","measles1","percent",0.447,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"cm_ecmr_c_nnr","nmr","rate",29,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"ch_vac1_c_dp1","penta1","percent",0.676,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"ch_vac1_c_dp3","penta3","percent",0.459,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"ch_vac1_c_op1","polio1","percent",0.763,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"ch_vac1_c_op2","polio2","percent",0.677,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"ch_vac1_c_op3","polio3","percent",0.508,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"cm_pnmr_c_nsb","still","number",130,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"fe_frtr_w_tfr","tfr","rate",4.6,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2008,"fe_frty_w_npg","womenrepage","survey_count",15683,"DHS National","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2010,"IM_BCG","bcg","percent",0.72,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2010,"IM_DTP1","penta1","percent",0.77,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2010,"IM_DTP3","penta3","percent",0.61,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"rh_ancp_w_skp","anc1","percent",0.732,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"rh_ancn_w_n01","anc1_old","percent",0.037,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"rh_ancn_w_n4p","anc4","percent",0.44,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"ch_vac1_c_bcg","bcg","percent",0.665,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"IM_BCG","bcg","percent",0.74,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"fe_frtr_w_cbr","crudebr","rate",28.6,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"rh_delp_c_dhf","delivery","percent",0.539,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"fp_srcm_w_tot","fp","percent",1,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"cm_ecmt_c_imr","imr","rate",47,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"ch_vac1_c_msl","measles1","percent",0.524,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"cm_ecmr_c_nnr","nmr","rate",33,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"ch_vac1_c_dp1","penta1","percent",0.692,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"IM_DTP1","penta1","percent",0.8,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"ch_vac1_c_dp3","penta3","percent",0.547,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"IM_DTP3","penta3","percent",0.65,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"ch_vac1_c_op1","polio1","percent",0.721,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"ch_vac1_c_op2","polio2","percent",0.658,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"ch_vac1_c_op3","polio3","percent",0.538,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"fe_frtr_w_tfr","tfr","rate",4.1,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2011,"fe_frty_w_npg","womenrepage","survey_count",8885,"DHS National","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2012,"IM_BCG","bcg","percent",0.7,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2012,"Crude birth rate (births per 1,000 population)","crudebr","rate",33.31,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2012,"Infant mortality rate (IMR)","imr","rate",36.28968,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2012,"IM_DTP1","penta1","percent",0.74,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2012,"IM_DTP3","penta3","percent",0.61,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2013,"IM_BCG","bcg","percent",0.68,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2013,"Crude birth rate (births per 1,000 population)","crudebr","rate",32.876,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2013,"Infant mortality rate (IMR)","imr","rate",35.10982,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2013,"IM_DTP1","penta1","percent",0.67,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2013,"IM_DTP3","penta3","percent",0.59,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2014,"IM_BCG","bcg","percent",0.69,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2014,"Crude birth rate (births per 1,000 population)","crudebr","rate",32.413,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2014,"Infant mortality rate (IMR)","imr","rate",34.00464,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2014,"IM_DTP1","penta1","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2014,"IM_DTP3","penta3","percent",0.61,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2015,"IM_BCG","bcg","percent",0.7,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2015,"Crude birth rate (births per 1,000 population)","crudebr","rate",31.903,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2015,"Infant mortality rate (IMR)","imr","rate",32.96183,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2015,"IM_DTP1","penta1","percent",0.74,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2015,"IM_DTP3","penta3","percent",0.62,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2016,"IM_BCG","bcg","percent",0.72,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2016,"Crude birth rate (births per 1,000 population)","crudebr","rate",31.469,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2016,"Infant mortality rate (IMR)","imr","rate",31.8888,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2016,"IM_DTP1","penta1","percent",0.75,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2016,"IM_DTP3","penta3","percent",0.64,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2017,"IM_BCG","bcg","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2017,"Crude birth rate (births per 1,000 population)","crudebr","rate",30.831,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2017,"Infant mortality rate (IMR)","imr","rate",30.9197,"UNWPP","UNWPP","modeled","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2017,"IM_DTP1","penta1","percent",0.76,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2017,"IM_DTP3","penta3","percent",0.65,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2018,"IM_BCG","bcg","percent",0.71,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2018,"IM_DTP1","penta1","percent",0.75,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2018,"IM_DTP3","penta3","percent",0.62,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2019,"IM_BCG","bcg","percent",0.69,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2019,"IM_DTP1","penta1","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2019,"IM_DTP3","penta3","percent",0.61,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2020,"IM_BCG","bcg","percent",0.7,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2020,"IM_DTP1","penta1","percent",0.71,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2020,"IM_DTP3","penta3","percent",0.62,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2021,"IM_BCG","bcg","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2021,"IM_DTP1","penta1","percent",0.75,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2021,"IM_DTP3","penta3","percent",0.63,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2022,"IM_BCG","bcg","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2022,"IM_DTP1","penta1","percent",0.75,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2022,"IM_DTP3","penta3","percent",0.63,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2023,"IM_BCG","bcg","percent",0.79,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2023,"IM_DTP1","penta1","percent",0.77,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2023,"IM_DTP3","penta3","percent",0.7,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2024,"IM_BCG","bcg","percent",0.84,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2024,"IM_DTP1","penta1","percent",0.81,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","NATIONAL",2024,"IM_DTP3","penta3","percent",0.73,"MICS","WHO/UNICEF estimates of national immunization coverage, 2024 revision","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",1992,"rh_ancn_w_n01","anc1_old","percent",0.061,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",1992,"rh_ancn_w_n4p","anc4","percent",0.103,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",1992,"rh_delp_c_dhf","delivery","percent",0.04,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",1997,"rh_ancn_w_n01","anc1_old","percent",0.037,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",1997,"rh_ancn_w_n4p","anc4","percent",0.108,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",1997,"rh_delp_c_dhf","delivery","percent",0.059,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2003,"rh_ancp_w_skp","anc1","percent",0.407,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2003,"rh_ancn_w_n01","anc1_old","percent",0.042,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2003,"rh_ancn_w_n4p","anc4","percent",0.178,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2003,"rh_delp_c_dhf","delivery","percent",0.096,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2008,"rh_ancp_w_skp","anc1","percent",0.513,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2008,"rh_ancn_w_n01","anc1_old","percent",0.047,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2008,"rh_ancn_w_n4p","anc4","percent",0.222,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2008,"rh_delp_c_dhf","delivery","percent",0.271,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2011,"rh_ancp_w_skp","anc1","percent",0.71,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2011,"rh_ancn_w_n01","anc1_old","percent",0.031,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2011,"rh_ancn_w_n4p","anc4","percent",0.432,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Oromia Region",2011,"rh_delp_c_dhf","delivery","percent",0.495,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",1992,"rh_ancn_w_n01","anc1_old","percent",0.07,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",1992,"rh_ancn_w_n4p","anc4","percent",0.089,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",1992,"rh_delp_c_dhf","delivery","percent",0.037,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",1997,"rh_ancn_w_n01","anc1_old","percent",0.042,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",1997,"rh_ancn_w_n4p","anc4","percent",0.153,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",1997,"rh_delp_c_dhf","delivery","percent",0.043,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2003,"rh_ancp_w_skp","anc1","percent",0.405,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2003,"rh_ancn_w_n01","anc1_old","percent",0.039,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2003,"rh_ancn_w_n4p","anc4","percent",0.147,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2003,"rh_delp_c_dhf","delivery","percent",0.074,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2008,"rh_ancp_w_skp","anc1","percent",0.707,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2008,"rh_ancn_w_n01","anc1_old","percent",0.03,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2008,"rh_ancn_w_n4p","anc4","percent",0.405,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2008,"rh_delp_c_dhf","delivery","percent",0.384,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2011,"rh_ancp_w_skp","anc1","percent",0.681,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2011,"rh_ancn_w_n01","anc1_old","percent",0.035,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2011,"rh_ancn_w_n4p","anc4","percent",0.346,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","SNNPR",2011,"rh_delp_c_dhf","delivery","percent",0.526,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",1992,"rh_ancn_w_n01","anc1_old","percent",0.042,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",1992,"rh_ancn_w_n4p","anc4","percent",0.035,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",1992,"rh_delp_c_dhf","delivery","percent",0.087,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",1997,"rh_ancn_w_n01","anc1_old","percent",0.021,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",1997,"rh_ancn_w_n4p","anc4","percent",0.046,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",1997,"rh_delp_c_dhf","delivery","percent",0.066,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2003,"rh_ancp_w_skp","anc1","percent",0.282,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2003,"rh_ancn_w_n01","anc1_old","percent",0.048,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2003,"rh_ancn_w_n4p","anc4","percent",0.071,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2003,"rh_delp_c_dhf","delivery","percent",0.082,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2008,"rh_ancp_w_skp","anc1","percent",0.463,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2008,"rh_ancn_w_n01","anc1_old","percent",0.084,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2008,"rh_ancn_w_n4p","anc4","percent",0.125,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2008,"rh_delp_c_dhf","delivery","percent",0.239,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2011,"rh_ancp_w_skp","anc1","percent",0.331,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2011,"rh_ancn_w_n01","anc1_old","percent",0.053,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2011,"rh_ancn_w_n4p","anc4","percent",0.114,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Somali Region",2011,"rh_delp_c_dhf","delivery","percent",0.272,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",1992,"rh_ancn_w_n01","anc1_old","percent",0.099,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",1992,"rh_ancn_w_n4p","anc4","percent",0.11,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",1992,"rh_delp_c_dhf","delivery","percent",0.036,"DHS Sub-national","ET2000DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",1997,"rh_ancn_w_n01","anc1_old","percent",0.066,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",1997,"rh_ancn_w_n4p","anc4","percent",0.163,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",1997,"rh_delp_c_dhf","delivery","percent",0.07,"DHS Sub-national","ET2005DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2003,"rh_ancp_w_skp","anc1","percent",0.641,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2003,"rh_ancn_w_n01","anc1_old","percent",0.078,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2003,"rh_ancn_w_n4p","anc4","percent",0.281,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2003,"rh_delp_c_dhf","delivery","percent",0.161,"DHS Sub-national","ET2011DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2008,"rh_ancp_w_skp","anc1","percent",0.928,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2008,"rh_ancn_w_n01","anc1_old","percent",0.056,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2008,"rh_ancn_w_n4p","anc4","percent",0.596,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2008,"rh_delp_c_dhf","delivery","percent",0.715,"DHS Sub-national","ET2016DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2011,"rh_ancp_w_skp","anc1","percent",0.931,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2011,"rh_ancn_w_n01","anc1_old","percent",0.046,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2011,"rh_ancn_w_n4p","anc4","percent",0.65,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Federal Ministry Of Health","Tigray Region",2011,"rh_delp_c_dhf","delivery","percent",0.754,"DHS Sub-national","ET2019DHS","household","Ethiopia","ET","ETH"
"Ghana","Ahafo",2022,"rh_ancp_w_skp","anc1","percent",0.977,"DHS Sub-national",NA,NA,"Ghana","GH","GHA"
